,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,FACT_FO,TARGET
11921,26,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Служащий,Кадровая служба и секретариат,36.0,от 10000 до 20000 руб.,15000.0,СФО,1
11922,35,1,Среднее,Гражданский брак,1,1,1,0,0,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,7.0,от 20000 до 50000 руб.,16000.0,СФО,0
11923,37,0,Среднее,Состою в браке,1,1,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,24.0,свыше 50000 руб.,40000.0,СЗФО,0
11924,39,1,Среднее,Вдовец/Вдова,1,1,1,0,1,0,Торговля,Специалист,Вспомогательный техперсонал,63.0,от 20000 до 50000 руб.,15000.0,ЦФО,0
11926,31,1,Высшее,Состою в браке,1,1,1,0,0,0,Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",72.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
11927,46,1,Высшее,Вдовец/Вдова,0,0,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,228.0,от 10000 до 20000 руб.,16000.0,СФО,0
11928,54,0,Среднее,Не состоял в браке,0,0,1,0,0,0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,40.0,от 20000 до 50000 руб.,20000.0,ДФО,0
11929,36,0,Высшее,Состою в браке,3,3,1,0,0,1,Юридические услуги/нотариальные услуги,Специалист,Участие в основ. деятельности,6.0,свыше 50000 руб.,50000.0,ЮФО,0
11930,48,0,Высшее,Состою в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,10.0,от 10000 до 20000 руб.,8500.0,ЮФО,0
11931,27,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,25000.0,СЗФО,0
11932,31,1,Высшее,Состою в браке,1,1,1,0,0,0,Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,28000.0,ДФО,0
11933,38,1,Среднее,Разведен(а),2,1,1,0,1,1,Наука,Специалист,Участие в основ. деятельности,216.0,от 20000 до 50000 руб.,25000.0,ЮФО,0
11934,37,0,Среднее,Состою в браке,1,1,1,0,0,1,Транспорт,Специалист,Служба безопасности,72.0,от 20000 до 50000 руб.,15000.0,СФО,0
11935,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,1,Энергетика,Рабочий,Участие в основ. деятельности,15.0,от 10000 до 20000 руб.,15000.0,УФО,0
11937,47,1,Среднее,Разведен(а),1,0,1,0,0,0,Другие сферы,Специалист,Вспомогательный техперсонал,170.0,от 20000 до 50000 руб.,15000.0,СЗФО,0
11938,51,0,Неполное среднее,Состою в браке,0,0,1,0,0,1,Транспорт,Специалист,Участие в основ. деятельности,216.0,от 10000 до 20000 руб.,15000.0,УФО,0
11939,34,1,Высшее,Не состоял в браке,1,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,"Бухгалтерия, финансы, планир.",60.0,от 10000 до 20000 руб.,9240.0,ЦФО,0
11940,38,1,Среднее,Вдовец/Вдова,3,3,1,0,0,0,Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,11000.0,СФО,0
11941,38,0,Высшее,Состою в браке,1,2,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,120.0,от 20000 до 50000 руб.,14000.0,ДФО,0
11942,23,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,20000.0,СЗФО,1
11943,54,1,Высшее,Состою в браке,2,0,1,1,0,1,Наука,Руководитель высшего звена,Участие в основ. деятельности,420.0,от 20000 до 50000 руб.,21000.0,СФО,0
11944,53,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,84.0,от 10000 до 20000 руб.,13000.0,СФО,1
11945,42,0,Среднее специальное,Состою в браке,0,1,1,0,0,1,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,96.0,от 10000 до 20000 руб.,15000.0,ЦФО,0
11946,28,0,Среднее,Состою в браке,1,1,1,0,0,0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,75.0,от 20000 до 50000 руб.,26000.0,СФО,0
11947,42,0,Среднее,Состою в браке,1,1,1,0,1,1,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,59.0,от 20000 до 50000 руб.,20000.0,УФО,0
11948,42,1,Среднее специальное,Не состоял в браке,2,2,1,0,0,0,Здравоохранение,Рабочий,Участие в основ. деятельности,96.0,от 10000 до 20000 руб.,12000.0,ЦФО,0
11949,23,1,Высшее,Не состоял в браке,0,0,1,0,1,1,Другие сферы,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,16500.0,ДФО,0
11950,25,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,13000.0,СФО,0
11952,64,0,Высшее,Состою в браке,3,0,1,1,1,1,Юридические услуги/нотариальные услуги,Специалист,Участие в основ. деятельности,156.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
11953,46,1,Среднее,Не состоял в браке,2,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,324.0,от 5000 до 10000 руб.,8000.0,СФО,0
11954,32,0,Высшее,Состою в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,15000.0,ЦФО,0
11955,27,0,Неполное среднее,Состою в браке,0,0,1,0,0,0,Сборочные производства,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,17000.0,ЦФО,1
11956,34,1,Среднее специальное,Разведен(а),1,1,1,0,1,0,Сельское хозяйство,Служащий,Участие в основ. деятельности,20.0,от 10000 до 20000 руб.,10000.0,ДФО,1
